architecture,model,dataset,chunk_size_kb,burst_length_s,result_ms,chunk_size_tokens,burst_enabled,burst_interval_s,chunks_produced,chunks_processed,chunks_persisted,total_duration_ms,throughput_chunks_per_s,throughput_tokens_per_s,success_rate,status,error_message
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,5.0,30,537.7888512611389,1280,True,2,100,100,100,53778.88512611389,1.8594658436205125,404.39663167058904,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,5.0,45,537.7136921882629,1280,True,2,100,100,100,53771.369218826294,1.8597257509482994,404.4531563162362,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,5.0,60,537.6766753196716,1280,True,2,100,100,100,53767.66753196716,1.8598537855588724,404.4810012833436,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,10.0,,537.9716038703918,2560,False,,100,100,100,53797.160387039185,1.8588341704387061,404.2592553870098,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,10.0,1,555.6685750077411,2560,True,2,82,82,82,45564.823150634766,1.799633891454216,386.8773931531088,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,10.0,5,517.8061151504517,2560,True,2,100,100,100,51780.611515045166,1.9312247784278176,420.00276481248176,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,10.0,10,537.6792764663696,2560,True,2,100,100,100,53767.92764663696,1.8598447880900377,404.4790445138214,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,10.0,15,537.6908874511719,2560,True,2,100,100,100,53769.08874511719,1.8598046262980619,404.4703101273025,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,10.0,30,537.6833629608154,2560,True,2,100,100,100,53768.33629608154,1.8598306529206794,404.47597039718937,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,10.0,45,537.6709413528442,2560,True,2,100,100,100,53767.094135284424,1.8598736198833448,404.4853148522298,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,10.0,60,532.6805901527405,2560,True,2,100,100,100,53268.05901527405,1.8772976122769194,408.2746847179844,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,20.0,,537.9882574081421,5120,False,,100,100,100,53798.82574081421,1.858776629842601,404.24674145816886,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,20.0,1,555.6649115027451,5120,True,2,82,82,82,45564.5227432251,1.7996457564606538,386.8799438401025,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,20.0,5,517.693076133728,5120,True,2,100,100,100,51769.3076133728,1.9316464640946536,420.09447301130524,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,20.0,10,537.6758527755737,5120,True,2,100,100,100,53767.58527755737,1.8598566307894073,404.48162006408035,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,20.0,15,537.7460813522339,5120,True,2,100,100,100,53774.60813522339,1.859613737184969,404.42879556298703,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,20.0,30,537.7341175079346,5120,True,2,100,100,100,53773.41175079346,1.8596551110321626,404.43779354727474,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,20.0,45,537.7185750007629,5120,True,2,100,100,100,53771.857500076294,1.8597088635046337,404.44948363498776,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,20.0,60,537.7105045318604,5120,True,2,100,100,100,53771.050453186035,1.8597367757779188,404.4555539961818,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,40.0,,538.0461168289185,10240,False,,100,100,100,53804.611682891846,1.8585767441157246,404.2032703102878,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,40.0,1,555.6505918502808,10240,True,2,82,82,82,45563.34853172302,1.7996921350701063,386.8899141099492,1.0,success,
